ds,LSTM
2024-02-01,0.99633205
2024-03-01,0.9980687
2024-04-01,1.0090685
2024-05-01,1.0017045
2024-06-01,0.9990238
2024-07-01,0.99972
2024-08-01,0.99792004
2024-09-01,1.0020661
2024-10-01,0.99733603
2024-11-01,0.9920089
2024-12-01,0.99544954
2025-01-01,1.0048256
2025-02-01,0.99051774
2025-03-01,1.0006962
2025-04-01,1.0002522
2025-05-01,0.99876535
2025-06-01,0.9973756
2025-07-01,0.99805236
2025-08-01,0.9963206
2025-09-01,0.9997324
2025-10-01,0.9999527
2025-11-01,1.0018624
2025-12-01,1.0123975
